USUARIO;MES;FECHA;TECNICO;INICIO;FINAL;TIEMPO ATENCION;CONTACTO;CLIENTE;LINEA;CANAL;VENDEDOR;MARCA;MODELO;SERIE;TIPO DE ATENCION;MOTIVO;MOTIVO DE LA ATENCIÓN;DESCRIPCIÓN DE LA ACTIVIDAD;TEMA
JUAN ARAUCO;OCTUBRE;23/10/2025;JARAUCO;15:30;16:00;00:30;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;DH-HAC-HDW1200CLQ-IL-A;BC0BB2EPBY04622;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;24/10/2025;JARAUCO;11:30;13:00;01:30;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA; DH-IPC-HFW2449TL-S-PRO;AK0B69CPAGABF4B;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;27/10/2025;JARAUCO;10:00;11:00;01:00;;E & G ELECTRONICA INVERSIONES S.A.C.;86IMOU;MINORISTA;ALDO PATRICIO;IMOU;IPC-S21FE-IMOU;9H08960PCG6D7EB;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;27/10/2025;JARAUCO;11:00;12:00;01:00;;COMPUPAL PERU S.A.C.;15EQUIPCOM;MINORISTA;ALDO PATRICIO;TP-LINK;UE300C;2256233007344a;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;28/10/2025;JARAUCO;12:00;13:00;01:00;;SISTEMAS GENERALES DE OPERACIONES TECNOLOGICAS PERU S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;NVR4216-16P-4KS;5J06DDAPAZ53719;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;29/10/2025;JARAUCO;17:00;18:00;01:00;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;SD2A400HB-GN-AGQ-PV;AA00E9BPAJ3DBD5;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;31/10/2025;JARAUCO;14:00;17:00;03:00;;BULLS SECURITY PERU E.I.R.L.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;XVR1B16-I;BF07E47PAJFDD12;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;03/11/2025;JARAUCO;14:00;17:00;03:00;;SMART VISION PERU S.A.C.;86IMOU;MINORISTA;ALDO PATRICIO;IMOU;IPC-K7C-5H1WE-IMOU;92705ADPCG8629E;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;06/11/2025;JARAUCO;14:00;17:00;03:00;;FENIX TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;DH-HAC-HFW1200TLMN-IL-A;BB03CC3PDD42803;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;06/11/2025;JARAUCO;14:00;17:00;03:00;;FENIX TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;DH-HAC-HFW1200TLMN-IL-A;BE0360APDD92103;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;06/11/2025;JARAUCO;14:00;17:00;03:00;;FENIX TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;DH-HAC-HFW1200TLMN-IL-A;BE0360APDDD141F;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;06/11/2025;JARAUCO;14:00;17:00;03:00;;FENIX TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;DH-HAC-HDW1200CLQN-IL-A;BF07636PBY1596A;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;13/11/2025;JARAUCO;10:30;11:30;01:00;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;XVR5104HS-I3;BE0662APAJA1B2E;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;19/11/2025;JARAUCO;11:30;13:00;01:30;;S&S ELECTRONIC E.I.R.L.;86IMOU;MINORISTA;ALDO PATRICIO;IMOU ;IPC-K2E-3H1W-IMOU;B8B1DABPSFB396F;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;19/11/2025;JARAUCO;14:00;15:00;01:00;;S&S ELECTRONIC E.I.R.L.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200TRQ-A;BC0F633PANEC175;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;19/11/2025;JARAUCO;15:00;16:00;01:00;;S&S ELECTRONIC E.I.R.L.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;XVR5116H-4KL-I3;AE0E14DPAZ93F20;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;20/11/2025;JARAUCO;16:00;16:30;00:30;;A&M TECNOLOGIA SISTEMAS DE SEGURIDAD S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HFW1209C-A-LED;BF0D9B9PBVF1B1E;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;21/11/2025;JARAUCO;14:00;15:00;01:00;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;KIT/BP4A-4G/M0508;BF0DADDPAGF72F9;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;21/11/2025;JARAUCO;15:00;16:00;01:00;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;IPC-HFW3441E-SA;7K0266APAGB9504;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;21/11/2025;JARAUCO;16:00;16:30;00:30;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HFW1209C-A-LED;AK080ABPBV10ABD;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;21/11/2025;JARAUCO;16:30;17:00;00:30;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;IPC-HDW1230T1-S5;AJ05829PAG587A7;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;24/11/2025;JARAUCO;09:00;10:30;01:30;;LOPEZ EUSEBIO NICOLAS;86IMOU;MINORISTA;ALDO PATRICIO;IMOU ;IPC-K7C-5H1WE-IMOU;A0F73AEPCG612F9;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;25/11/2025;JARAUCO;11:30;13:00;01:30;;SOS PERU SOLUCIONES S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;P3AE-PV;BB0562BPAJ34409;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;25/11/2025;JARAUCO;14:00;15:00;01:00;;SOS PERU SOLUCIONES S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;XVR5108HS-I3;BB091D1PAJB9F33;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;27/11/2025;JARAUCO;15:00;16:00;01:00;;PLUSCAM S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200TRQ-A;BC0CD8APANC8E57;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;27/11/2025;JARAUCO;11:30;13:00;01:30;;S&S ELECTRONIC E.I.R.L.;86IMOU;MINORISTA;ALDO PATRICIO;IMOU ;IPC-K2E-3H3W-IMOU;B323ABBPSFD296E;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;27/11/2025;JARAUCO;15:00;16:00;01:00;;COMPUPAL PERU S.A.C.;15EQUIPCOM;MINORISTA;ALDO PATRICIO;TP-LINK;DECO X60-3;223C5C9X00685;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;28/11/2025;JARAUCO;16:00;16:30;00:30;;ARTEUS S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;P5D-5F-PV;AL0E48FPAGC1E2B;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;01/12/2025;JARAUCO;11:00;16:00;04:00;;PLUSCAM S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200TRQ-A;BC0CD8APANC8E57;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;02/12/2025;JARAUCO;09:00;10:00;01:00;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;H5A;BD0BFBBPAG80EB0;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;02/12/2025;JARAUCO;10:00;11:00;01:00;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;XVR5104HS-I3;BD0F122PAJ6EE41;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;02/12/2025;JARAUCO;16:30;17:00;00:00;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200TRQ-A;AE024C6PAN1FFB6;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;02/12/2025;JARAUCO;17:00;17:30;00:30;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200TRQ-A;BG067B7PAN177A9;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;02/12/2025;JARAUCO;17:30;18:00;00:30;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;XVR5108HS-5M-I3;BB00E5FPAJDAFDF;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;03/12/2025;JARAUCO;09:00;10:30;01:30;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HFW1500TLM-IL-A;BD00D90PDD193E2;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;11/12/2025;JARAUCO;09:00;11:00;02:00;;ARTEUS S.A.C.;;MINORISTA;ALDO PATRICIO;MERCUSYS;MR30G;2253030002559a;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;16/12/2025;JARAUCO;17:00;18:00;01:00;;WOLF VISION S.A.C;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;SD49225DB-HC;AG09C09PAJ58700;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;17/12/2025;JARAUCO;10:30;11:30;01:00;;MS BUSINESS INTELLIGENCE E.I.R.L.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;HAC-T1A21-U;BE110E5PDD22A97;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;18/12/2025;JARAUCO;16:30;17:00;00:30;;SOS PERU SOLUCIONES S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;HAC-HDW1200TRQ-A;BC00140PAN4B2ED;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;23/12/2025;JARAUCO;09:00;10:30;01:30;;FAP SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;HAC-HDW1200TRQ-A;BG067B7PAN1A3BB;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;23/12/2025;JARAUCO;10:30;11:30;01:00;;FAP SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;XVR5108HS-5M-I3;BB00E5FPAJDAFDF;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;26/12/2025;JARAUCO;09:00;10:30;01:30;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;IPC-HDW1431T1-A-S6;BJ00DEFPAGEACD7;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;26/12/2025;JARAUCO;10:30;11:30;01:00;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;HAC-HFW1200TLM-IL-A;BE0360APDD1A2B5;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;26/12/2025;JARAUCO;11:30;13:00;01:30;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;HAC-HFW1500TLM-IL-A;BE0AFFDPBV2E5CB;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;26/12/2025;JARAUCO;14:00;15:00;01:00;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;NVR4208-8P-4KS3;BB02B2EPAJF3A64;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;29/12/2025;JARAUCO;09:00;10:30;01:30;;LOPEZ EUSEBIO NICOLAS;86IMOU;MINORISTA;ALDO PATRICIO;IMOU;IPC-K7C-5H1WE-IMOU;A0F73AEPCG612F9;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;29/12/2025;JARAUCO;16:00;16:30;00:30;;FENIX TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;HAC-HDW1801T-IL-A;AD01429PDDADC4E;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;30/12/2025;JARAUCO;14:00;15:00;01:00;;LOPEZ EUSEBIO NICOLAS;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;HAC-HDW1200TRQ-A;AJ010B0PDD8FC85;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;30/12/2025;JARAUCO;15:00;16:00;01:00;;TEAM TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;HAC-B3A51-Z;9J0DB56PDD94421;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;30/12/2025;JARAUCO;16:00;17:00;01:00;;TEAM TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA ;VTH2621GW-WP;AA04C87PAJC1F0A;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;02/01/2026;JARAUCO;10:30;11:30;01:00;;WOLF VISION S.A.C;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;SD49225DB-HC;AG09C09PAJ58700;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;06/01/2026;JARAUCO;15:00;16:00;01:00;;F & V SECURITY PERU S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;P3AE-PV;AE0040APAJ00047;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;06/01/2026;JARAUCO;16:00;16:30;01:00;;F & V SECURITY PERU S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;P3AE-PV;AE0040APAJ00049;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;06/01/2026;JARAUCO;17:00;17:30;00:30;;FAB SECURITY SAC;86IMOU;MINORISTA;ALDO PATRICIO;IMOU;IPC-S2E-5R1S-IMOU;14818BFRSFC901D;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;06/01/2026;JARAUCO;17:30;18:00;00:30;;WORK SOLUTION COMPANY E.I.R.L.;15EQUIPCOM;MINORISTA;ALDO PATRICIO;TP-LINK;DECO BE65-2;224B5S4X00436;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;06/01/2026;JARAUCO;18:00;18:30;00:30;;SUMINISTROS DE SISTEMAS TECNOLOGICOS Y COMUNICACIONES S.A.C.;86IMOU;MINORISTA;ALDO PATRICIO;IMOU;IPC-GS7E-5M0WE-IMOU;F87C0AEPSF9F3DE;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;08/01/2026;JARAUCO;17:00;17:30;00:30;;FENIX TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HFW1500R-Z-IR6-A;9K05FCFPBVC5708;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;08/01/2026;JARAUCO;18:00;18:30;00:30;;FENIX TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;DH-H3A;BD110BFGAGD4C10;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;10/01/2026;JARAUCO;09:30;10:30;01:00;;ALARMAX SECURITY DEL PERU S.A.C .;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HFW1500R-Z-IR6-A;BD093A1PBV700A5;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;10/01/2026;JARAUCO;14:00;15:30;01:30;;F & V SECURITY PERU S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HFW1200CL-IL-A;AL01F2EPBVE706C;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;13/01/2026;JARAUCO;10:30;11:30;01:00;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200CLQ-IL-A;BE00D36PBYD0878;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;13/01/2026;JARAUCO;11:30;13:00;01:00;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;XVR5108HS-I3;BG0B266PAJ8E2F1;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;13/01/2026;JARAUCO;14:00;15:00;01:00;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HFW1200TLM-IL-A;BB03CC3PDD2B48F;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;13/01/2026;JARAUCO;15:00;16:30;01:30;;ALARMAS Y CAMARAS PERU SAC;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;P3AE-PV;AE06AF5PAJ00747;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;14/01/2026;JARAUCO;09:30;10:30;01:00;;FAP SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200TRQ-A;BG0B508PANCEDC8;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;14/01/2026;JARAUCO;10:30;12:00;01:30;;FAP SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200CLQ-IL-A;BF07636PBYE8E1A;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;14/01/2026;JARAUCO;17:00;18:00;01:00;;FENIX TECHNOLOGY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;PFT1200;BE0079EPAJ6AA9A;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;16/01/2026;JARAUCO;17:00;18:00;01:00;;MASKE SECURITY E.I.R.L.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;IPC-HFW2449TL-S-PRO;BG0C2FAPAGF46AC;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;27/01/2026;JARAUCO;11:00;12:00;01:00;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;H3D-3F;BB05642PAG94C97;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;27/01/2026;JARAUCO;12:00;13:00;01:00;;FAB SECURITY S.A.C.;86IMOU;MINORISTA;ALDO PATRICIO;IMOU;IPC-K3D-3H0WF-IMOU;23D3FBHPSF48D1C;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;27/01/2026;JARAUCO;14:00;15:00;01:00;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200CLQ-IL-A;BC0BB2EPBYCBED9;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;27/01/2026;JARAUCO;15:00;16:00;01:00;;FAB SECURITY S.A.C.;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;HAC-HDW1200TRQ-A;BF04993PAN47B34;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;27/01/2026;JARAUCO;18:00;18:30;00:30;;WOLF VISION S.A.C;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;SD49225DB-HC;AG09C09PAJ58700;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;28/01/2026;JARAUCO;09:00;10:00;01:00;;WOLF VISION S.A.C;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;P3D-3F-PV;BF0832FPAG92E71;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;28/01/2026;JARAUCO;10:00;11:00;01:00;;WOLF VISION S.A.C;74DAHUA;MINORISTA;ALDO PATRICIO;DAHUA;XVR1B08-I/T;BF07FE3PAJ72660;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
